"","disclosure_year","disclosure_date","transaction_date","owner","ticker","asset_description","type","amount","representative","district","ptr_link","cap_gains_over_200_usd","lower_amount","upper_amount","symbol","pps_open","pps_high","pps_low","pps_close","sector","industry","fte","country","state","zip"
"11",2021,"12/01/2021",2021-11-24,"","MS","Morgan Stanley","purchase","$100,001 - $250,000","Hon. Thomas Suozzi","NY03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf",FALSE,100001,250000,"MS",101.839996,102.230003,100.110001,101.120003,"Financial Services","Capital Markets",76541,"United States","NY","10036"
"12",2021,"12/01/2021",2021-11-16,"","NEE","NextEra Energy Inc","sale_full","$1,001 - $15,000","Hon. Thomas Suozzi","NY03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf",FALSE,1001,15000,"NEE",87.07,87.419998,86.669998,86.980003,"Utilities","Utilities—Regulated Electric",15000,"United States","FL","33408"
"13",2021,"12/01/2021",2021-11-18,"","CG","The Carlyle Group Inc","sale_full","$50,001 - $100,000","Hon. Thomas Suozzi","NY03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf",FALSE,50001,1e+05,"CG",59.200001,59.68,58.52,59.299999,"Financial Services","Asset Management",1850,"United States","DC","20004-2505"
"14",2021,"11/02/2021",2021-10-13,"joint","MO","Altria Group Inc","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf",FALSE,1001,15000,"MO",47.169998,48.23,46.799999,47.919998,"Consumer Defensive","Tobacco",6000,"United States","VA","23230"
"15",2021,"11/02/2021",2021-10-08,"joint","GSK","GlaxoSmithKline PLC","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf",FALSE,1001,15000,"GSK",38.799999,38.990002,38.639999,38.709999,"Healthcare","Drug Manufacturers—General",90096,"United Kingdom",NA,"TW8 9GS"
"16",2021,"11/02/2021",2021-10-07,"joint","OLP","One Liberty Properties Inc","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf",FALSE,1001,15000,"OLP",32,32,31.360001,31.57,"Real Estate","REIT—Diversified",9,"United States","NY","11021"
"17",2021,"11/02/2021",2021-10-04,"joint","PPL","PPL Corporation","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf",FALSE,1001,15000,"PPL",27.940001,28.389999,27.92,28.290001,"Utilities","Utilities—Regulated Electric",5607,"United States","PA","18101-1179"
"18",2021,"11/02/2021",2021-10-25,"joint","SCU","Sculptor Capital Management Inc Class A","purchase","$15,001 - $50,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf",FALSE,15001,50000,"SCU",24.950001,25.1,24.57,24.65,"Financial Services","Asset Management",337,"United States","NY","10019"
"19",2021,"11/02/2021",2021-10-26,"joint","SCU","Sculptor Capital Management Inc Class A","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf",FALSE,1001,15000,"SCU",24.709999,24.879999,24.27,24.360001,"Financial Services","Asset Management",337,"United States","NY","10019"
"20",2021,"11/02/2021",2021-10-08,"joint","VIASP","Via Renewables Inc - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf",FALSE,1001,15000,"VIASP",25.32,25.455999,25.299999,25.450001,"Utilities","Utilities—Regulated Electric",169,"United States","TX","77079"
"21",2020,"04/28/2020",2020-02-24,"joint","BHC","Bausch Health Companies Inc.","purchase","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"BHC",25.5,26.030001,25.18,26,"Healthcare","Drug Manufacturers—Specialty & Generic",19600,"Canada","QC","H7L 4A8"
"22",2020,"04/28/2020",2020-03-06,"joint","BAH","Booz Allen Hamilton Holding Corporation","sale_full","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",TRUE,1001,15000,"BAH",73.660004,76.449997,72.940002,76.290001,"Industrials","Consulting Services",29500,"United States","VA","22102"
"23",2020,"04/28/2020",2020-03-23,"joint","BYD","Boyd Gaming Corporation","sale_full","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"BYD",12.27,12.75,11.24,12.17,"Consumer Cyclical","Resorts & Casinos",15114,"United States","NV","89118"
"24",2020,"04/28/2020",2020-02-04,"joint","CTLT","Catalent, Inc.","purchase","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"CTLT",58.75,60.033001,58.599998,59.470001,"Healthcare","Drug Manufacturers—Specialty & Generic",17300,"United States","NJ","08873"
"25",2020,"04/28/2020",2020-03-18,"joint","CBRE","CBRE Group Inc Common Stock Class A","sale_partial","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"CBRE",34,35.700001,31.51,35.52,"Real Estate","Real Estate Services",105000,"United States","TX","75201"
"26",2020,"04/28/2020",2020-03-24,"joint","CNC","Centene Corporation","purchase","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"CNC",48.169998,50.25,46.27,48.73,"Healthcare","Healthcare Plans",72500,"United States","MO","63105"
"27",2020,"04/28/2020",2020-03-31,"joint","DG","Dollar General Corporation","purchase","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"DG",146.190002,156.880005,146.190002,151.009995,"Consumer Defensive","Discount Stores",163000,"United States","TN","37072"
"28",2020,"04/28/2020",2020-02-26,"joint","DPZ","Domino's Pizza Inc","sale_partial","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",TRUE,1001,15000,"DPZ",371.869995,377.329987,366.380005,366.670013,"Consumer Cyclical","Restaurants",7400,"United States","MI","48105"
"29",2020,"04/28/2020",2020-02-24,"joint","ENV","Envestnet, Inc","sale_full","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"ENV",76.309998,79.309998,76.139999,77.5,"Technology","Software—Application",4375,"United States","IL","60601"
"30",2020,"04/28/2020",2020-02-21,"joint","ENV","Envestnet, Inc","sale_partial","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"ENV",81,81.239998,76.650002,78.989998,"Technology","Software—Application",4375,"United States","IL","60601"
"31",2020,"04/28/2020",2020-03-06,"joint","AQUA","Evoqua Water Technologies Corp.","purchase","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"AQUA",18.790001,19.49,18.129999,19.299999,"Industrials","Pollution & Treatment Controls",4000,"United States","PA","15222"
"32",2020,"04/28/2020",2020-03-17,"joint","LKQ","LKQ Corporation","sale_partial","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"LKQ",20.83,21.57,19.33,19.690001,"Consumer Cyclical","Auto Parts",46000,"United States","IL","60661"
"33",2020,"04/28/2020",2020-02-24,"joint","MAS","Masco Corporation","purchase","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"MAS",44.02,45.25,44.02,45.099998,"Industrials","Building Products & Equipment",20000,"United States","MI","48152"
"34",2020,"04/28/2020",2020-02-05,"joint","NXST","Nexstar Media Group, Inc. - Class A","sale_partial","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",TRUE,1001,15000,"NXST",124.120003,126.290001,122.379997,125.089996,"Communication Services","Broadcasting",11160,"United States","TX","75062"
"35",2020,"04/28/2020",2020-02-24,"joint","OKE","ONEOK, Inc.","sale_partial","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",TRUE,1001,15000,"OKE",75.790001,75.830002,74.610001,75.07,"Energy","Oil & Gas Midstream",2847,"United States","OK","74103"
"36",2020,"04/28/2020",2020-03-09,"joint","OKE","ONEOK, Inc.","sale_full","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"OKE",48.009998,48.009998,36.369999,38.099998,"Energy","Oil & Gas Midstream",2847,"United States","OK","74103"
"37",2020,"04/28/2020",2020-02-24,"joint","PANW","Palo alto Networks, Inc.","sale_full","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",TRUE,1001,15000,"PANW",236.830002,237.940002,231.279999,237.330002,"Technology","Software—Infrastructure",11527,"United States","CA","95054"
"38",2020,"04/28/2020",2020-03-16,"joint","QSR","Restaurant Brands International Inc. Common Shares","sale_full","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"QSR",40.290001,40.380001,34.830002,35.560001,"Consumer Cyclical","Restaurants",5700,"Canada","ON","M5X 1E1"
"39",2020,"04/28/2020",2020-02-05,"joint","QSR","Restaurant Brands International Inc. Common Shares","purchase","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"QSR",62,63.099998,61.57,63.099998,"Consumer Cyclical","Restaurants",5700,"Canada","ON","M5X 1E1"
"40",2020,"04/28/2020",2020-03-24,"joint","SCI","Service Corporation International","sale_partial","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"SCI",37.32,38.869999,35.77,37.48,"Consumer Cyclical","Personal Services",17022,"United States","TX","77019"
"41",2020,"04/28/2020",2020-02-25,"joint","COO","The Cooper Companies, Inc.","sale_full","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",TRUE,1001,15000,"COO",348.339996,349.950012,334.690002,336.450012,"Healthcare","Medical Instruments & Supplies",12000,"United States","CA","94583"
"42",2020,"04/28/2020",2020-02-24,"joint","UNVR","Univar Solutions Inc.","sale_full","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"UNVR",21.91,22.360001,21.459999,22.030001,"Basic Materials","Chemicals",9450,"United States","IL","60515"
"43",2020,"04/28/2020",2020-03-17,"joint","USFD","US Foods Holding Corp.","sale_partial","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"USFD",15.19,15.48,11.08,12.33,"Consumer Defensive","Food Distribution",28000,"United States","IL","60018"
"44",2020,"04/28/2020",2020-02-25,"joint","MTN","Vail Resorts, Inc.","sale_full","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"MTN",242.240005,242.470001,230.479996,230.740005,"Consumer Cyclical","Resorts & Casinos",6100,"United States","CO","80021"
"45",2020,"04/28/2020",2020-02-26,"joint","VLO","Valero Energy Corporation","sale_full","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"VLO",74.889999,75.489998,71.599998,71.720001,"Energy","Oil & Gas Refining & Marketing",9794,"United States","TX","78249"
"46",2020,"04/28/2020",2020-02-18,"joint","WAB","Westinghouse air Brake Technologies Corporation","sale_full","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"WAB",76.790001,81.050003,74.389999,80.010002,"Industrials","Railroads",25000,"United States","PA","15212"
"47",2020,"04/28/2020",2020-03-18,"joint","WH","Wyndham Hotels & Resorts, Inc.","sale_full","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"WH",24.620001,25.02,14.5,21.879999,"Consumer Cyclical","Lodging",8000,"United States","NJ","07054"
"48",2020,"04/28/2020",2020-03-17,"joint","WH","Wyndham Hotels & Resorts, Inc.","sale_partial","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"WH",31.1,31.42,26.5,26.969999,"Consumer Cyclical","Lodging",8000,"United States","NJ","07054"
"49",2020,"04/28/2020",2020-02-05,"joint","XPO","XPO Logistics, Inc.","sale_partial","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf",FALSE,1001,15000,"XPO",54.68568,54.970898,53.655415,53.696159,"Industrials","Integrated Freight & Logistics",42000,"United States","CT","06831"
"50",2021,"03/23/2021",2021-02-04,"self","DD","DuPont De Nemours, Inc","sale_full","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018449.pdf",FALSE,1001,15000,"DD",74.510002,77.199997,73.099998,76.980003,"Basic Materials","Specialty Chemicals",28000,"United States","DE","19805"
"51",2021,"03/23/2021",2021-03-15,"joint","COLD","Americold Realty Trust Common Shares","sale_full","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018451.pdf",FALSE,1001,15000,"COLD",35.740002,37.389999,35.610001,37.130001,"Real Estate","REIT—Industrial",16275,"United States","GA","30328"
"52",2021,"03/23/2021",2021-03-15,"self","COLD","Americold Realty Trust Common Shares","sale_full","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018452.pdf",FALSE,1001,15000,"COLD",35.740002,37.389999,35.610001,37.130001,"Real Estate","REIT—Industrial",16275,"United States","GA","30328"
"53",2021,"03/23/2021",2021-03-11,"self","ADBE","Adobe Inc","purchase","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf",FALSE,1001,15000,"ADBE",448.140015,454.070007,447.309998,451.059998,"Technology","Software—Infrastructure",25988,"United States","CA","95110-2704"
"54",2021,"03/23/2021",2021-03-12,"self","COLD","Americold Realty Trust Common Shares","sale_partial","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf",TRUE,1001,15000,"COLD",34.529999,35.779999,34.490002,35.669998,"Real Estate","REIT—Industrial",16275,"United States","GA","30328"
"55",2021,"03/23/2021",2021-03-15,"self","COLD","Americold Realty Trust Common Shares","sale_full","$15,001 - $50,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf",TRUE,15001,50000,"COLD",35.740002,37.389999,35.610001,37.130001,"Real Estate","REIT—Industrial",16275,"United States","GA","30328"
"56",2021,"03/23/2021",2021-03-11,"self","NVDA","NVIDIA Corporation","purchase","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf",FALSE,1001,15000,"NVDA",129.5,130.462494,127.345001,129.934998,"Technology","Semiconductors",22473,"United States","CA","95051"
"57",2021,"01/26/2021",2021-01-22,"","DUK","Duke Energy Corpoation","purchase","$1,001 - $15,000","Hon. Mo Brooks","AL05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf",FALSE,1001,15000,"DUK",89.82,90.669998,89.459999,90.290001,"Utilities","Utilities—Regulated Electric",27605,"United States","NC","28202-1803"
"58",2021,"01/26/2021",2021-01-22,"joint","LEE","Lee Enterprises, Inc.","sale_full","$1,001 - $15,000","Hon. Mo Brooks","AL05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf",FALSE,1001,15000,"LEE",14,14.3,13.5,13.7,"Communication Services","Publishing",4215,"United States","IA","52807"
"59",2021,"01/26/2021",2021-01-22,"self","LEE","Lee Enterprises, Inc.","sale_full","$1,001 - $15,000","Hon. Mo Brooks","AL05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf",FALSE,1001,15000,"LEE",14,14.3,13.5,13.7,"Communication Services","Publishing",4215,"United States","IA","52807"
"60",2021,"01/26/2021",2020-11-24,"self","LEE","Lee Enterprises, Inc.","purchase","$1,001 - $15,000","Hon. Mo Brooks","AL05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf",FALSE,1001,15000,"LEE",9.8,10.3,9.8,10.2,"Communication Services","Publishing",4215,"United States","IA","52807"
"61",2021,"01/26/2021",2020-12-01,"joint","VTRS","Vitatris Inc.","sale_full","$1,001 - $15,000","Hon. Mo Brooks","AL05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf",FALSE,1001,15000,"VTRS",16.879999,17.15,16.74,17.01,"Healthcare","Drug Manufacturers—Specialty & Generic",37000,"United States","PA","15317"
"62",2021,"01/26/2021",2021-01-12,"self","GM","General Motors Company","purchase","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018082.pdf",FALSE,1001,15000,"GM",46.299999,48.950001,45.650002,47.82,"Consumer Cyclical","Auto Manufacturers",157000,"United States","MI","48265-3000"
"63",2021,"01/26/2021",2021-01-11,"joint","GIS","General Mills","sale_full","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf",FALSE,1001,15000,"GIS",56.380001,56.669998,55.400002,55.57,"Consumer Defensive","Packaged Foods",35000,"United States","MN","55426"
"64",2021,"01/26/2021",2021-01-11,"joint","TMUS","T-Mobile USA","purchase","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf",FALSE,1001,15000,"TMUS",134,135.539993,132.75,132.929993,"Communication Services","Telecom Services",75000,"United States","WA","98006-1350"
"65",2021,"01/26/2021",2020-07-02,"","COST","Costco Wholesale Corp","purchase","$1,001 - $15,000","Hon. Robert J. Wittman","VA01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf",FALSE,1001,15000,"COST",306,308.920013,304.600006,305.73999,"Consumer Defensive","Discount Stores",288000,"United States","WA","98027"
"66",2021,"01/26/2021",2020-07-02,"","CCI","Crown Castle International Corp","purchase","$1,001 - $15,000","Hon. Robert J. Wittman","VA01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf",FALSE,1001,15000,"CCI",173.720001,174,169.690002,170.720001,"Real Estate","REIT—Specialty",5000,"United States","TX","77057-2261"
"67",2021,"01/26/2021",2020-07-02,"","CVS","CVS Health Corporation","sale_full","$1,001 - $15,000","Hon. Robert J. Wittman","VA01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf",FALSE,1001,15000,"CVS",65.160004,65.800003,64.559998,64.699997,"Healthcare","Healthcare Plans",216000,"United States","RI","02895"
"68",2021,"01/26/2021",2020-07-02,"","DUK","Duke Energy Corp","sale_full","$1,001 - $15,000","Hon. Robert J. Wittman","VA01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf",FALSE,1001,15000,"DUK",82.639999,82.919998,81.440002,81.839996,"Utilities","Utilities—Regulated Electric",27605,"United States","NC","28202-1803"
"69",2021,"01/26/2021",2020-07-02,"","HD","Home Depot","purchase","$1,001 - $15,000","Hon. Robert J. Wittman","VA01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf",FALSE,1001,15000,"HD",251.940002,252.300003,247.919998,248.5,"Consumer Cyclical","Home Improvement Retail",490600,"United States","GA","30339"
"70",2021,"01/26/2021",2020-07-02,"","KMB","Kimberly-Clark Corp","purchase","$1,001 - $15,000","Hon. Robert J. Wittman","VA01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf",FALSE,1001,15000,"KMB",143.130005,144.039993,142.399994,143.199997,"Consumer Defensive","Household & Personal Products",45000,"United States","TX","75261-9100"
"71",2021,"01/26/2021",2020-07-02,"","RGLD","Royal Gold Inc","purchase","$1,001 - $15,000","Hon. Robert J. Wittman","VA01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf",FALSE,1001,15000,"RGLD",122.269997,124.330002,120.839996,121.050003,"Basic Materials","Gold",29,"United States","CO","80202"
"72",2021,"01/26/2021",2020-07-02,"","V","Visa Inc","purchase","$1,001 - $15,000","Hon. Robert J. Wittman","VA01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf",FALSE,1001,15000,"V",196,197.919998,195,195.669998,"Financial Services","Credit Services",21500,"United States","CA","94128-8999"
"73",2021,"02/25/2021",2021-01-21,"","CI","Cigna Corporation","sale_partial","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf",FALSE,1001,15000,"CI",229.110001,230.899994,226.080002,226.190002,"Healthcare","Healthcare Plans",72226,"United States","CT","06002"
"74",2021,"02/25/2021",2021-02-10,"","CL","Colgate-Palmolive Company","purchase","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf",FALSE,1001,15000,"CL",79,79.470001,78.269997,79.110001,"Consumer Defensive","Household & Personal Products",33800,"United States","NY","10022-7499"
"75",2021,"02/25/2021",2021-01-28,"","CL","Colgate-Palmolive Company","purchase","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf",FALSE,1001,15000,"CL",78.040001,79.830002,78.029999,79.150002,"Consumer Defensive","Household & Personal Products",33800,"United States","NY","10022-7499"
"76",2021,"02/25/2021",2021-01-28,"","PPG","PPG Industries, Inc.","sale_partial","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf",FALSE,1001,15000,"PPG",141.520004,143.149994,139.070007,139.139999,"Basic Materials","Specialty Chemicals",49300,"United States","PA","15272"
