"","disclosure_year","disclosure_date","transaction_date","owner","ticker","asset_description","type","amount","representative","district","ptr_link","cap_gains_over_200_usd","lower_amount","upper_amount","symbol","pps_open","pps_high","pps_low","pps_close","sector","industry","fte","country","state","zip"
"19",2022,"02/18/2022",2022-01-26,"joint","LRCX","Lam Research Corporation","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"LRCX",603.52002,614.219971,580.380005,596.669983,"Technology","Semiconductor Equipment & Materials",16900,"United States","CA","94538"
"20",2022,"02/18/2022",2022-01-18,"joint","MTCH","Match Group Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"MTCH",118.139999,119.050003,115.089996,115.870003,"Communication Services","Internet Content & Information",2500,"United States","TX","75231"
"21",2022,"02/18/2022",2022-01-25,"joint","MSFT","Microsoft Corporation - Call Options $145 strike Expire 09/16/2022","purchase","$50,001 - $100,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,50001,1e+05,"MSFT",291.519989,294.98999,285.170013,288.48999,"Technology","Software—Infrastructure",181000,"United States","WA","98052-6399"
"22",2022,"02/18/2022",2022-01-28,"joint","NFLX","Netflix Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"NFLX",386.76001,387,372.079987,384.359985,"Communication Services","Entertainment",11300,"United States","CA","95032"
"23",2022,"02/18/2022",2022-01-26,"joint","NVDA","NVIDIA Corporation","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"NVDA",232.399994,240.570007,223,227.720001,"Technology","Semiconductors",22473,"United States","CA","95051"
"24",2022,"02/18/2022",2022-01-31,"joint","NVDA","NVIDIA Corporation","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"NVDA",231.820007,245.089996,230.520004,244.860001,"Technology","Semiconductors",22473,"United States","CA","95051"
"25",2022,"02/18/2022",2022-01-10,"joint","OLLI","Ollies Bargain Outlet Holdings","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"OLLI",49.360001,49.509998,46.439999,48.369999,"Consumer Defensive","Discount Stores",4700,"United States","PA","17112"
"26",2022,"02/18/2022",2022-01-24,"joint","ORCL","Oracle Corporation","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"ORCL",81.220001,82.419998,79.589996,82.419998,"Technology","Software—Infrastructure",132000,"United States","TX","78741"
"27",2022,"02/18/2022",2022-01-20,"joint","PATK","Patrick Industries Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"PATK",70.839996,71.699997,65.82,65.940002,"Consumer Cyclical","Recreational Vehicles",11000,"United States","IN","46515"
"28",2022,"02/18/2022",2022-01-12,"joint","PYPL","PayPal Holdings Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"PYPL",189.699997,191.449997,185.279999,187.199997,"Financial Services","Credit Services",30900,"United States","CA","95131"
"29",2022,"02/18/2022",2022-01-26,"joint","SNAP","Snap Inc Class A","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"SNAP",31.379999,31.91,28.16,28.629999,"Communication Services","Internet Content & Information",5661,"United States","CA","90405"
"30",2022,"02/18/2022",2022-01-04,"joint","SYNH","Syneous Health Inc -  Class A","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"SYNH",98.949997,99.519997,91.699997,94.379997,"Healthcare","Diagnostics & Research",26751,"United States","NC","27560-5468"
"31",2022,"02/18/2022",2022-01-26,"joint","TSLA","Tesla Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"TSLA",952.429993,987.690002,906,937.409973,"Consumer Cyclical","Auto Manufacturers",99290,"United States","TX","78725"
"32",2022,"02/18/2022",2022-01-31,"joint","TSLA","Tesla Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"TSLA",872.710022,937.98999,862.049988,936.719971,"Consumer Cyclical","Auto Manufacturers",99290,"United States","TX","78725"
"33",2022,"02/18/2022",2022-01-10,"joint","VZ","Verizon Communications","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,"VZ",54.490002,54.830002,53.810001,53.869999,"Communication Services","Telecom Services",118500,"United States","NY","10036"
"34",2022,"02/18/2022",2022-02-09,"self","SPGI","S&P Global Inc.","purchase","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020486.pdf",FALSE,1001,15000,"SPGI",402.769989,410.100006,401.279999,407.290009,"Financial Services","Financial Data & Stock Exchanges",22850,"United States","NY","10041"
"35",2022,"05/18/2022",2022-05-12,"joint","FLL","Full House Resorts Inc","purchase","$1,001 - $15,000","Hon. Susie Lee","NV03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021052.pdf",FALSE,1001,15000,"FLL",5.55,6.07,5.44,5.83,"Consumer Cyclical","Resorts & Casinos",893,"United States","NV","89135"
"36",2022,"04/26/2022",2022-04-11,"joint","VZ","Verizon Communications Inc","sale_partial","$1,001 - $15,000","Hon. Mo Brooks","AL05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020873.pdf",FALSE,1001,15000,"VZ",53.869999,54.700001,53.709999,53.900002,"Communication Services","Telecom Services",118500,"United States","NY","10036"
"37",2022,"04/26/2022",2022-04-01,"joint","EMBC","Embecta","purchase","$1,001 - $15,000","Hon. Tom Cole","OK04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218659.pdf",FALSE,1001,15000,"EMBC",32.360001,33.150002,28.594999,30.5,"Healthcare","Drug Manufacturers—Specialty & Generic",2029,"United States","NJ","07054"
"38",2022,"03/26/2022",2022-03-16,"self","JBI","Janus International Group Inc","sale_partial","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020690.pdf",FALSE,1001,15000,"JBI",9.27,9.56,8.895,9.31,"Industrials","Building Products & Equipment",1577,"United States","GA","30179"
"39",2022,"03/13/2022",2022-02-22,"self","MPW","Medical Properties Trust Inc Common Stock","purchase","$1,001 - $15,000","Hon. Pete Sessions","TX17","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020617.pdf",FALSE,1001,15000,"MPW",20.440001,20.639999,20.23,20.42,"Real Estate","REIT—Healthcare Facilities",112,"United States","AL","35242"
"40",2022,"06/16/2022",2022-05-11,"joint","AMGN","Amgen Inc","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"AMGN",240.360001,243.380005,239.210007,240.639999,"Healthcare","Drug Manufacturers—General",24200,"United States","CA","91320-1799"
"41",2022,"06/16/2022",2022-05-02,"joint","BX","Blackstone Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"BX",101.57,106.529999,101.360001,105.800003,"Financial Services","Asset Management",3795,"United States","NY","10154"
"42",2022,"06/16/2022",2022-05-05,"joint","CHKP","Check Point Software Technologies Ltd - Ordinary Shares","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"CHKP",126.18,126.190002,122.040001,122.940002,"Technology","Software—Infrastructure",5642,"Israel",NA,"6789159"
"43",2022,"06/16/2022",2022-05-06,"joint","CHKP","Check Point Software Technologies Ltd - Ordinary Shares","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"CHKP",122.5,122.919998,119.940002,120.190002,"Technology","Software—Infrastructure",5642,"Israel",NA,"6789159"
"44",2022,"06/16/2022",2022-05-09,"joint","CHKP","Check Point Software Technologies Ltd - Ordinary Shares","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"CHKP",118.18,120.029999,117.599998,119.290001,"Technology","Software—Infrastructure",5642,"Israel",NA,"6789159"
"45",2022,"06/16/2022",2022-05-10,"joint","CHKP","Check Point Software Technologies Ltd - Ordinary Shares","sale_full","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"CHKP",121.150002,121.889999,119.389999,120.480003,"Technology","Software—Infrastructure",5642,"Israel",NA,"6789159"
"46",2022,"06/16/2022",2022-05-23,"joint","COP","ConocoPhillips","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"COP",106.040001,109.43,105.769997,109.019997,"Energy","Oil & Gas E&P",9900,"United States","TX","77079-2703"
"47",2022,"06/16/2022",2022-05-18,"joint","DE","Deere & Company","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"DE",384,385.089996,367.350006,368.670013,"Industrials","Farm & Heavy Construction Machinery",75550,"United States","IL","61265"
"48",2022,"06/16/2022",2022-05-10,"joint","FMX","Fomento Economico Mexicano SAB de CV","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"FMX",70.029999,70.599998,69.440002,69.790001,"Consumer Defensive","Beverages—Brewers",320000,"Mexico","NL","64410"
"49",2022,"06/16/2022",2022-05-26,"self","IBM","International Business Machines Corporation","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"IBM",135,137.550003,134.520004,136.889999,"Technology","Information Technology Services",282100,"United States","NY","10504"
"50",2022,"06/16/2022",2022-05-09,"joint","LHCG","LHC Group - common Stock","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"LHCG",165.759995,166.490005,165.460007,165.720001,"Healthcare","Medical Care Facilities",16000,"United States","LA","70508"
"51",2022,"06/16/2022",2022-05-26,"joint","MAR","Marriott International - Class A","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"MAR",160.350006,171.690002,160.350006,170.169998,"Consumer Cyclical","Lodging",120000,"United States","MD","20817"
"52",2022,"06/16/2022",2022-05-27,"joint","NVDA","NVIDIA Corporation","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"NVDA",181.860001,188.809998,181,188.110001,"Technology","Semiconductors",22473,"United States","CA","95051"
"53",2022,"06/16/2022",2022-05-05,"joint","RGEN","Regeneron Pharmaceuticals","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"RGEN",164.690002,165.25,155.009995,158.509995,"Healthcare","Medical Instruments & Supplies",1852,"United States","MA","02453"
"54",2022,"06/16/2022",2022-05-26,"joint","STAG","Stag Industrial Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"STAG",33.02,33.049999,32.59,32.799999,"Real Estate","REIT—Industrial",86,"United States","MA","02110"
"55",2022,"06/16/2022",2022-05-18,"joint","TGT","Target Corporation","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"TGT",163.070007,168,155.199997,161.610001,"Consumer Defensive","Discount Stores",450000,"United States","MN","55403"
"56",2022,"06/16/2022",2022-05-26,"joint","TSLA","Tesla Inc","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"TSLA",661.419983,718.669983,653.659973,707.72998,"Consumer Cyclical","Auto Manufacturers",99290,"United States","TX","78725"
"57",2022,"06/16/2022",2022-05-03,"joint","TT","Trane Technologies plc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021174.pdf",FALSE,1001,15000,"TT",140.5,141.880005,138.729996,139.5,"Industrials","Specialty Industrial Machinery",37000,"Ireland",NA,NA
"58",2022,"06/16/2022",2022-05-13,"self","AMZN","Amazon.com Inc","sale_full","$1,001 - $15,000","Hon. Ed Perlmutter","CO07","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021232.pdf",FALSE,1001,15000,"AMZN",109.069,113.183998,107.800003,113.055,"Consumer Cyclical","Internet Retail",1622000,"United States","WA","98109-5210"
"59",2022,"06/16/2022",2022-05-20,"self","AAPL","Apple Inc","sale_full","$1,001 - $15,000","Hon. Ed Perlmutter","CO07","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021232.pdf",FALSE,1001,15000,"AAPL",139.089996,140.699997,132.610001,137.589996,"Technology","Consumer Electronics",154000,"United States","CA","95014"
"60",2022,"06/16/2022",2022-05-13,"self","AAPL","Apple Inc","sale_partial","$1,001 - $15,000","Hon. Ed Perlmutter","CO07","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021232.pdf",FALSE,1001,15000,"AAPL",144.589996,148.100006,143.110001,147.110001,"Technology","Consumer Electronics",154000,"United States","CA","95014"
"61",2022,"06/16/2022",2022-05-13,"self","F","Ford Motor Company","sale_partial","$1,001 - $15,000","Hon. Ed Perlmutter","CO07","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021232.pdf",FALSE,1001,15000,"F",12.88,13.63,12.87,13.5,"Consumer Cyclical","Auto Manufacturers",183000,"United States","MI","48126-1899"
"62",2022,"06/16/2022",2022-05-20,"self","F","Ford Motor Company","sale_full","$1,001 - $15,000","Hon. Ed Perlmutter","CO07","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021232.pdf",FALSE,1001,15000,"F",13.05,13.12,12.07,12.5,"Consumer Cyclical","Auto Manufacturers",183000,"United States","MI","48126-1899"
"63",2022,"06/16/2022",2022-05-13,"self","MSFT","Microsoft Corporation","sale_partial","$1,001 - $15,000","Hon. Ed Perlmutter","CO07","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021232.pdf",FALSE,1001,15000,"MSFT",257.350006,263.040009,255.350006,261.119995,"Technology","Software—Infrastructure",181000,"United States","WA","98052-6399"
"64",2022,"06/16/2022",2022-05-13,"self","MSFT","Microsoft Corporation","sale_partial","$1,001 - $15,000","Hon. Ed Perlmutter","CO07","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021232.pdf",FALSE,1001,15000,"MSFT",257.350006,263.040009,255.350006,261.119995,"Technology","Software—Infrastructure",181000,"United States","WA","98052-6399"
"65",2022,"04/13/2022",2022-03-10,"self","APD","Air Products and Chemicals Inc","purchase","$15,001 - $50,000","Hon. Earl Blumenauer","OR03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020783.pdf",FALSE,15001,50000,"APD",223.470001,227.949997,222.539993,227.600006,"Basic Materials","Specialty Chemicals",20000,"United States","PA","18106-5500"
"66",2022,"04/13/2022",2022-03-10,"self","GS","Goldman Sachs Inter 3.24%","purchase","$15,001 - $50,000","Hon. Earl Blumenauer","OR03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020783.pdf",FALSE,15001,50000,"GS",327.630005,331.839996,324.76001,329.899994,"Financial Services","Capital Markets",45100,"United States","NY","10282"
"67",2022,"04/13/2022",2022-03-22,"self","TM","Toyota Motor Credit 3.25%","purchase","$15,001 - $50,000","Hon. Earl Blumenauer","OR03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020783.pdf",FALSE,15001,50000,"TM",171.800003,173.690002,171.360001,172.820007,"Consumer Cyclical","Auto Manufacturers",371365,"Japan",NA,"471-8571"
"68",2022,"04/07/2022",2022-03-03,"joint","ASML","ASML Holding NV - New York Registry Shares","purchase","$15,001 - $50,000","Hon. Kathy Manning","NC06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020742.pdf",FALSE,15001,50000,"ASML",652.02002,653.700012,627.190002,630.789978,"Technology","Semiconductor Equipment & Materials",30861,"Netherlands",NA,"5504 DR"
"69",2022,"04/07/2022",2022-03-03,"joint","CME","CME Group Inc - Class A","sale_partial","$1,001 - $15,000","Hon. Kathy Manning","NC06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020742.pdf",FALSE,1001,15000,"CME",238.380005,244.089996,237.720001,240.820007,"Financial Services","Financial Data & Stock Exchanges",3480,"United States","IL","60606"
"70",2022,"04/07/2022",2022-03-03,"joint","PYPL","PayPal Holdings Inc","sale_full","$50,001 - $100,000","Hon. Kathy Manning","NC06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020742.pdf",FALSE,50001,1e+05,"PYPL",107.660004,107.75,100.860001,101.339996,"Financial Services","Credit Services",30900,"United States","CA","95131"
"71",2022,"04/07/2022",2022-03-08,"joint","NOW","ServiceNow Inc","purchase","$1,001 - $15,000","Hon. Kathy Manning","NC06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020742.pdf",FALSE,1001,15000,"NOW",510,535.900024,504.459991,518.200012,"Technology","Software—Application",16881,"United States","CA","95054"
"72",2022,"02/01/2022",2022-01-10,"joint","SQ","Block Inc, Class A Common Stock","sale_full","$1,001 - $15,000","Hon. Donald Sternoff Beyer","VA08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf",FALSE,1001,15000,"SQ",139.649994,144.619995,133.130005,144.479996,"Technology","Software—Infrastructure",8521,"United States","CA","94103"
"73",2022,"02/01/2022",2022-01-31,"joint","COST","Costco Wholesale Corpration","purchase","$1,001 - $15,000","Hon. Donald Sternoff Beyer","VA08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf",FALSE,1001,15000,"COST",492,506.420013,490.630005,505.130005,"Consumer Defensive","Discount Stores",288000,"United States","WA","98027"
"74",2022,"02/01/2022",2022-01-31,"joint","CYRX","CrypPort Inc","sale_full","$1,001 - $15,000","Hon. Donald Sternoff Beyer","VA08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf",FALSE,1001,15000,"CYRX",37.639999,41.830002,37.290001,41.77,"Industrials","Integrated Freight & Logistics",791,"United States","TN","37027"
