"disclosure_year","disclosure_date","transaction_date","owner","ticker","asset_description","type","amount","representative","district","ptr_link","cap_gains_over_200_usd","lower_amount","upper_amount","pps_open","pps_high","pps_low","pps_close","sector","industry","fte","country","state","zip"
2021,"11/02/2021",2021-10-26,"joint","SCU","Sculptor Capital Management Inc Class A","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf",FALSE,1001,15000,24.709999,24.879999,24.27,24.360001,"Financial Services","Asset Management",338,"United States","NY","10019"
2021,"11/02/2021",2021-10-08,"joint","VIASP","Via Renewables Inc - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf",FALSE,1001,15000,25.32,25.455999,25.299999,25.450001,"Utilities","Utilities—Regulated Electric",169,"United States","TX","77079"
2021,"03/23/2021",2021-02-04,"self","DD","DuPont De Nemours, Inc","sale_full","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018449.pdf",FALSE,1001,15000,74.510002,77.199997,73.099998,76.980003,"Basic Materials","Specialty Chemicals",28000,"United States","DE","19805"
2021,"03/23/2021",2021-03-15,"joint","COLD","Americold Realty Trust Common Shares","sale_full","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018451.pdf",FALSE,1001,15000,35.740002,37.389999,35.610001,37.130001,"Real Estate","REIT—Industrial",16275,"United States","GA","30328"
2021,"03/23/2021",2021-03-15,"self","COLD","Americold Realty Trust Common Shares","sale_full","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018452.pdf",FALSE,1001,15000,35.740002,37.389999,35.610001,37.130001,"Real Estate","REIT—Industrial",16275,"United States","GA","30328"
2021,"03/23/2021",2021-03-11,"self","ADBE","Adobe Inc","purchase","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf",FALSE,1001,15000,448.140015,454.070007,447.309998,451.059998,"Technology","Software—Infrastructure",25988,"United States","CA","95110-2704"
2021,"03/23/2021",2021-03-15,"self","COLD","Americold Realty Trust Common Shares","sale_full","$15,001 - $50,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf",TRUE,15001,50000,35.740002,37.389999,35.610001,37.130001,"Real Estate","REIT—Industrial",16275,"United States","GA","30328"
2021,"03/23/2021",2021-03-11,"self","NVDA","NVIDIA Corporation","purchase","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf",FALSE,1001,15000,129.5,130.462494,127.345001,129.934998,"Technology","Semiconductors",22473,"United States","CA","95051"
2021,"01/26/2021",2021-01-22,"joint","LEE","Lee Enterprises, Inc.","sale_full","$1,001 - $15,000","Hon. Mo Brooks","AL05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf",FALSE,1001,15000,14,14.3,13.5,13.7,"Communication Services","Publishing",4215,"United States","IA","52807"
2021,"01/26/2021",2021-01-22,"self","LEE","Lee Enterprises, Inc.","sale_full","$1,001 - $15,000","Hon. Mo Brooks","AL05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf",FALSE,1001,15000,14,14.3,13.5,13.7,"Communication Services","Publishing",4215,"United States","IA","52807"
2021,"01/26/2021",2021-01-12,"self","GM","General Motors Company","purchase","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018082.pdf",FALSE,1001,15000,46.299999,48.950001,45.650002,47.82,"Consumer Cyclical","Auto Manufacturers",157000,"United States","MI","48265-3000"
2021,"01/26/2021",2021-01-11,"joint","GIS","General Mills","sale_full","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf",FALSE,1001,15000,56.380001,56.669998,55.400002,55.57,"Consumer Defensive","Packaged Foods",NA,"United States","MN","55426"
2021,"01/26/2021",2021-01-11,"joint","TMUS","T-Mobile USA","purchase","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf",FALSE,1001,15000,134,135.539993,132.75,132.929993,"Communication Services","Telecom Services",75000,"United States","WA","98006-1350"
2021,"02/25/2021",2021-01-14,"self","FMS","Fresenius Med Care Ag","purchase","$50,001 - $100,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,50001,1e+05,41.709999,42.07,41.669998,41.75,"Healthcare","Medical Care Facilities",122635,"Germany",NA,"61352"
2021,"02/25/2021",2021-01-14,"self","ACGL","Arch Cap Group Ltd","purchase","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,15001,50000,35.689999,35.779999,35.040001,35.220001,"Financial Services","Insurance—Diversified",5200,"Bermuda",NA,"HM 08"
2021,"02/25/2021",2021-01-13,"self","ACGL","Arch Cap Group Ltd","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,1001,15000,36.240002,36.740002,35.57,35.610001,"Financial Services","Insurance—Diversified",5200,"Bermuda",NA,"HM 08"
2021,"02/25/2021",2021-01-14,"self","BKNG","Booking Hldgs Inc","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,1001,15000,2185.27002,2215.780029,2178.77002,2182.590088,"Consumer Cyclical","Travel Services",21000,"United States","CT","06854"
2021,"02/25/2021",2021-01-12,"self","CB","Chubb Ltd","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,1001,15000,154.320007,156.729996,154.059998,156.610001,"Financial Services","Insurance—Property & Casualty",31000,"Switzerland",NA,"8001"
2021,"02/25/2021",2021-01-27,"self","HON","Honeywell Intl Inc","sale_full","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,15001,50000,198.110001,200.759995,196.529999,199.380005,"Industrials","Conglomerates",99000,"United States","NC","28202"
2021,"02/25/2021",2021-01-25,"self","PCAR","Paccar Inc","sale_full","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,15001,50000,101,101.790001,97.660004,97.940002,"Industrials","Farm & Heavy Construction Machinery",28500,"United States","WA","98004"
2021,"02/25/2021",2021-01-06,"self","PAG","Pensake Automotive Group, Inc.","sale_full","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,15001,50000,59.619999,62.220001,59.619999,61.279999,"Consumer Cyclical","Auto & Truck Dealerships",25000,"United States","MI","48302-0954"
2021,"02/25/2021",2021-01-12,"self","ACN","Accenture Plc","sale_full","$50,001 - $100,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,50001,1e+05,260.119995,261.220001,256.019989,258.399994,"Technology","Information Technology Services",710000,"Ireland",NA,"2"
2021,"02/25/2021",2021-01-20,"self","C","Citigroup Inc","purchase","$100,001 - $250,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,100001,250000,63.75,63.82,62.84,63.25,"Financial Services","Banks—Diversified",228000,"United States","NY","10013"
2021,"02/25/2021",2021-01-20,"self","NFG","National Fuel Gas Company","purchase","$50,001 - $100,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,50001,1e+05,42.700001,42.740002,41.990002,42.669998,"Energy","Oil & Gas Integrated",2188,"United States","NY","14221"
2021,"02/25/2021",2021-01-19,"self","NFG","National Fuel Gas Company","purchase","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,15001,50000,44.369999,44.369999,42.599998,42.830002,"Energy","Oil & Gas Integrated",2188,"United States","NY","14221"
2021,"02/25/2021",2021-01-21,"self","NFG","National Fuel Gas Company","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,1001,15000,42.529999,42.73,41.330002,41.509998,"Energy","Oil & Gas Integrated",2188,"United States","NY","14221"
2021,"02/25/2021",2021-01-29,"self","LUMN","Centurylink Inc","sale_full","$50,001 - $100,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,50001,1e+05,12.11,12.66,12.1,12.38,"Communication Services","Telecom Services",35000,"United States","LA","71203"
2021,"02/25/2021",2021-01-04,"self","BKR","Baker Hughes, a GE company","sale_full","$100,001 - $250,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,100001,250000,21.219999,21.49,20.82,21.02,"Energy","Oil & Gas Equipment & Services",55000,"United States","TX","77073-5101"
2021,"02/25/2021",2021-01-19,"self","SWK","Stanley Black & Decker Inc","sale_full","$100,001 - $250,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,100001,250000,174.029999,177.789993,173.149994,176.559998,"Industrials","Tools & Accessories",71300,"United States","CT","06053"
2021,"02/25/2021",2021-01-20,"self","MS","Morgan Stanley","sale_full","$100,001 - $250,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,100001,250000,76.510002,77.760002,74.300003,74.839996,"Financial Services","Capital Markets",77000,"United States","NY","10036"
2021,"02/25/2021",2021-01-20,"self","SFE","Safeguard Scientific Inc","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,1001,15000,6.48,6.7,6.45,6.63,"Financial Services","Asset Management",NA,"United States","PA","19087"
2021,"02/25/2021",2021-01-19,"self","SFE","Safeguard Scientific Inc","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,1001,15000,6.54,6.56,6.48,6.5,"Financial Services","Asset Management",NA,"United States","PA","19087"
2021,"02/25/2021",2021-01-22,"self","SFE","Safeguard Scientific Inc","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,1001,15000,6.87,6.89,6.56,6.82,"Financial Services","Asset Management",NA,"United States","PA","19087"
2021,"02/25/2021",2021-01-26,"self","SFE","Safeguard Scientific Inc","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,1001,15000,6.9,7.08,6.76,6.8,"Financial Services","Asset Management",NA,"United States","PA","19087"
2021,"02/25/2021",2021-01-14,"self","SFE","Safeguard Scientific Inc","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf",FALSE,1001,15000,6.61,6.7,6.5,6.53,"Financial Services","Asset Management",NA,"United States","PA","19087"
2021,"11/16/2021",2021-11-08,"joint","ATVI","Activision Blizzard Inc","sale_full","$1,001 - $15,000","Hon. John Curtis","UT03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019828.pdf",FALSE,1001,15000,68.43,68.43,66.620003,66.82,"Communication Services","Electronic Gaming & Multimedia",9800,"United States","CA","90404"
2021,"11/16/2021",2021-11-08,"joint","CAT","Caterpilar Inc","purchase","$1,001 - $15,000","Hon. John Curtis","UT03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019828.pdf",FALSE,1001,15000,215.889999,216.470001,211.25,214.25,"Industrials","Farm & Heavy Construction Machinery",107700,"United States","IL","60015"
2021,"11/16/2021",2021-11-08,"joint","GPN","Global Payments Inc","sale_full","$1,001 - $15,000","Hon. John Curtis","UT03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019828.pdf",FALSE,1001,15000,136.830002,137.369995,134.100006,134.589996,"Industrials","Specialty Business Services",25000,"United States","GA","30326"
2021,"11/16/2021",2021-11-08,"joint","KLAC","KLA Corporation","purchase","$1,001 - $15,000","Hon. John Curtis","UT03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019828.pdf",FALSE,1001,15000,416.75,419.329987,410.589996,412.839996,"Technology","Semiconductor Equipment & Materials",11300,"United States","CA","95035"
2021,"11/16/2021",2021-11-08,"joint","LMT","Lockheed Martin Corporation","sale_full","$1,001 - $15,000","Hon. John Curtis","UT03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019828.pdf",FALSE,1001,15000,341.630005,343.019989,337.579987,341.779999,"Industrials","Aerospace & Defense",114000,"United States","MD","20817"
2021,"11/16/2021",2021-11-08,"joint","ULTA","Ulta Beauty Inc","purchase","$1,001 - $15,000","Hon. John Curtis","UT03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019828.pdf",FALSE,1001,15000,391.640015,393,386.609985,388.109985,"Consumer Cyclical","Specialty Retail",16500,"United States","IL","60440"
2021,"11/16/2021",2021-11-08,"joint","V","Visa Inc","purchase","$1,001 - $15,000","Hon. John Curtis","UT03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019828.pdf",FALSE,1001,15000,218.369995,221.610001,218.149994,220.490005,"Financial Services","Credit Services",21500,"United States","CA","94128-8999"
2021,"12/15/2021",2021-11-24,"self","CBOE","Cboe Global Markets Inc","purchase","$1,001 - $15,000","Hon. Raúl M. Grijalva","AZ03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020029.pdf",FALSE,1001,15000,128.699997,132.149994,128.259995,130.960007,"Financial Services","Financial Data & Stock Exchanges",1196,"United States","IL","60607"
2021,"03/02/2021",2021-02-08,"self","GOOGL","Alphabet Inc - Class A","sale_full","$1,001 - $15,000","Hon. Katherine M. Clark","MA05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf",FALSE,1001,15000,2100,2115,2063.350098,2084.52002,"Communication Services","Internet Content & Information",163906,"United States","CA","94043"
2021,"03/02/2021",2021-02-08,"self","CLNE","Clean Energy Fuels Corp","purchase","$1,001 - $15,000","Hon. Katherine M. Clark","MA05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf",FALSE,1001,15000,16.860001,18.42,16,17.870001,"Energy","Oil & Gas Refining & Marketing",482,"United States","CA","92660"
2021,"03/02/2021",2021-02-08,"self","CLNE","Clean Energy Fuels Corp","purchase","$1,001 - $15,000","Hon. Katherine M. Clark","MA05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf",FALSE,1001,15000,16.860001,18.42,16,17.870001,"Energy","Oil & Gas Refining & Marketing",482,"United States","CA","92660"
2021,"03/02/2021",2021-02-08,"self","CCEP","Coca-Cola European Partners plc Ord Shares","sale_full","$1,001 - $15,000","Hon. Katherine M. Clark","MA05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf",FALSE,1001,15000,49.860001,51.27,49.77,50.810001,"Consumer Defensive","Beverages—Non-Alcoholic",22000,"United Kingdom",NA,"UB8 1EZ"
2021,"03/02/2021",2021-02-08,"self","CCEP","Coca-Cola European Partners plc Ord Shares","sale_full","$1,001 - $15,000","Hon. Katherine M. Clark","MA05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf",FALSE,1001,15000,49.860001,51.27,49.77,50.810001,"Consumer Defensive","Beverages—Non-Alcoholic",22000,"United Kingdom",NA,"UB8 1EZ"
2021,"03/02/2021",2021-02-08,"self","HD","Home Depot Inc","sale_full","$1,001 - $15,000","Hon. Katherine M. Clark","MA05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf",FALSE,1001,15000,279.690002,280.420013,276.890015,280.029999,"Consumer Cyclical","Home Improvement Retail",500000,"United States","GA","30339"
2021,"03/02/2021",2021-02-08,"self","HD","Home Depot Inc","sale_full","$1,001 - $15,000","Hon. Katherine M. Clark","MA05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf",FALSE,1001,15000,279.690002,280.420013,276.890015,280.029999,"Consumer Cyclical","Home Improvement Retail",500000,"United States","GA","30339"
2021,"03/02/2021",2021-02-08,"self","SPG","Simon Property Group Inc","purchase","$1,001 - $15,000","Hon. Katherine M. Clark","MA05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf",FALSE,1001,15000,97.599998,99.470001,96.660004,98.940002,"Real Estate","REIT—Retail",2400,"United States","IN","46204"
2021,"03/02/2021",2021-02-08,"self","SPG","Simon Property Group Inc","purchase","$1,001 - $15,000","Hon. Katherine M. Clark","MA05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf",FALSE,1001,15000,97.599998,99.470001,96.660004,98.940002,"Real Estate","REIT—Retail",2400,"United States","IN","46204"
2021,"03/02/2021",2021-02-08,"self","STT","State Street Corporation","sale_full","$1,001 - $15,000","Hon. Katherine M. Clark","MA05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf",FALSE,1001,15000,75.260002,76.169998,74.809998,76.07,"Financial Services","Asset Management",39335,"United States","MA","02111"
2021,"03/02/2021",2021-02-08,"self","TSM","Taiwan Semiconductor Manuf Company","sale_full","$1,001 - $15,000","Hon. Katherine M. Clark","MA05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf",FALSE,1001,15000,128.699997,133.25,128.699997,132.550003,"Technology","Semiconductors",54193,"Taiwan",NA,"300096"
2021,"03/02/2021",2021-02-08,"self","TSM","Taiwan Semiconductor Manuf Company","sale_full","$1,001 - $15,000","Hon. Katherine M. Clark","MA05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018307.pdf",FALSE,1001,15000,128.699997,133.25,128.699997,132.550003,"Technology","Semiconductors",54193,"Taiwan",NA,"300096"
2022,"02/18/2022",2022-01-28,"joint","ABBV","AbbVie Inc","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,135.990005,137.979996,134.600006,137.919998,"Healthcare","Drug Manufacturers—General",50000,"United States","IL","60064-6400"
2022,"02/18/2022",2022-01-10,"joint","BIIB","Biogen Inc","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,232.75,235.550003,230.539993,235.309998,"Healthcare","Drug Manufacturers—General",9610,"United States","MA","02142"
2022,"02/18/2022",2022-01-10,"joint","COF","Capital One Financial Corporation","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,156.789993,157.860001,154.100006,157.149994,"Financial Services","Credit Services",51500,"United States","VA","22102"
2022,"02/18/2022",2022-01-31,"joint","KO","Coca-Cola Company","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,60.299999,61.139999,60.150002,61.009998,"Consumer Defensive","Beverages—Non-Alcoholic",79000,"United States","GA","30313"
2022,"02/18/2022",2022-01-25,"joint","FIS","Fidelity National Information Services","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,109.620003,111.68,106.809998,110.199997,"Technology","Information Technology Services",65000,"United States","FL","32204"
2022,"02/18/2022",2022-01-26,"joint","FIS","Fidelity National Information Services","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,112.029999,112.589996,107.959999,108.989998,"Technology","Information Technology Services",65000,"United States","FL","32204"
2022,"02/18/2022",2022-01-26,"joint","BEN","Franklin Resources Inc","sale_full","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,32.200001,32.68,31.32,31.74,"Financial Services","Asset Management",9500,"United States","CA","94403"
2022,"02/18/2022",2022-01-10,"joint","HQY","HealthEquity Inc","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,44.610001,49.650002,44.240002,49.52,"Healthcare","Health Information Services",3688,"United States","UT","84020"
2022,"02/18/2022",2022-01-25,"joint","MSFT","Microsoft Corporation - Call Options $145 strike Expire 09/16/2022","purchase","$50,001 - $100,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,50001,1e+05,291.519989,294.98999,285.170013,288.48999,"Technology","Software—Infrastructure",181000,"United States","WA","98052-6399"
2022,"02/18/2022",2022-01-10,"joint","OLLI","Ollies Bargain Outlet Holdings","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,49.360001,49.509998,46.439999,48.369999,"Consumer Defensive","Discount Stores",4700,"United States","PA","17112"
2022,"02/18/2022",2022-01-24,"joint","ORCL","Oracle Corporation","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,81.220001,82.419998,79.589996,82.419998,"Technology","Software—Infrastructure",143000,"United States","TX","78741"
2022,"02/18/2022",2022-01-10,"joint","VZ","Verizon Communications","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020393.pdf",FALSE,1001,15000,54.490002,54.830002,53.810001,53.869999,"Communication Services","Telecom Services",118500,"United States","NY","10036"
2022,"02/18/2022",2022-02-09,"self","SPGI","S&P Global Inc.","purchase","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020486.pdf",FALSE,1001,15000,402.769989,410.100006,401.279999,407.290009,"Financial Services","Financial Data & Stock Exchanges",22850,"United States","NY","10041"
2021,"02/04/2021",2021-01-15,"self","APD","Air Products and Chemicals, Inc.","purchase","$1,001 - $15,000","None Kathy Manning","NC06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018138.pdf",FALSE,1001,15000,284.779999,288.380005,281.679993,286.910004,"Basic Materials","Specialty Chemicals",20000,"United States","PA","18106-5500"
